text,label
അവർ തനന ഉണടകക മരനന കണടപടകക നമമട മതത അവർകക എനത എലല വലയ രഗവ ചനയൽ നനന വനനത അവരട ആയധ ആളകൾ മരചചല കഴപപ ഇലല മററ രജയവ നനനവരത,Fake
chinay viswasichalum americay viswasikkan kollilla,Fake
അഗല പലചചകണടണ കപരയ തളളനനത,original
പടടൻ കമമ,original
ഹഹഹഹ,original
coronayum omicronum ividam വരലല,original
ജയരജൻ കണനനണട,original
avida poyi chatan selfi idualkarakatipidichu,Fake
ശലജ ടചചർ വരടട,original
രപയ സരയ പവട വളസ എനത പകകതതകൾ കണടൽ ഒനന മനസലകനനലല ഇതര പർടടയ തരകട കടടമ,original
ആരഗയ മനതര എനന പറയനന കളവയ മഖയമനതര കളവനന കടടചച കടകകണ വവരവ ഇലല,original
your be see not with eye but braina communic diseas chang the histori world and tell it mythyour illus solut butyour irntent creat confusionand seek attent,Fake
ഇവനമരട തണടതതര മനസസലകകയണ തമഴൽ അറവ എനന സരയ സനമ ഇറകകയത അതനറ തരകകഥകതതന വകഷണ എതര വലതയരനന ഇപപൾ മനസസലയ,Fake
ജങപങ കളയ മസക നടകകനന പതയണടതലല പരസഡണടന,Fake
എലല മതയകക മസക സനററസററ വൽകകൻ ഇറങങൻ വചരകകക ആയരനന,Fake
ഇതനനന കഴപപലല പരവസകൾ നടടൽ വനനൽ ഇരകകണ നണമണട സർകകര നണമലലതത ഭരണകട,original
ഏകദശ പർടട പരപടകളകക കഴഞഞ പർടടയ കറണകക പടയണ പടയലലതത റമദനന പടപപകകൻ ലകകഡൺ ഉണടയരകകനനതണ റമദൻ,original
വനധയകരണ തനനയവണ വകസൻ നടകങങൾ ലകഷയ,Fake
നമമൾ ഇടകകടകക ഞടടകയലലത വറസസ തരചച പകനന ലകഷണമലല,Fake
appo ethukazhiyumbo adutha durantham yudham,Fake
thumbnail corona viru inu വയകകൻ kazhiyumaarunnengil,Fake
എനതയല വടട ചയയത വജയപപചച ആളകൾകക അഭമനകക,original
കളള നലല വകസന,original
രജവ nagnananu എനന പറഞഞ കടട നങങൾ,Fake
ലകരഗയ സഘടയണ ഏററവ വലയ കളളനമർ,Fake
ഒററപപടട സഭവമണ,original
ഇതണ വർതതവതരണ എലല ഭഗയയ പറഞഞ ഒപപ ആളല ആതമവശവസ പകരന സധയമയ,Fake
ithanu sathyam china lokathint andhakan,Fake
അചചമമനറ കലതത ആയരനന ഇടതപകഷ എനനൽ പണറയ സവനത നറകകൻ നകകനന ഭരണവ ഒരപലയ ജനങങള സഹയകകനലല എനനടട മഹൽലലനറ സനമപല സവയ പകഴതത,original
mani christian cri when the polic enter church england good friday now what their opinion mrmodi ask peopl take two plate make sound and say corona,Fake
mega sivanguttyud kidumani danc koodi undaayirunnenkil program onnu kozhuthen,original
ഇവടനനനനല പരനറ തടകക,original
കടടല കണടല ഉളപപലതത വർഗഗ,original
than ivarud treatment eduthitundo ennanu answer engil pinn ithineyonnum kaliyakkaruth jacob sir treat cheythu sukhamakkiya ethrayoperundu ningalud alopathi thulachuvitta enneyokk polulla ayirangal sukhapeduthiya stori sarinundu,Fake
choppu covidenu pediyappa sathyayittum,original
ഷർടട മററ,Fake
polichubroevanmarkku nanamilla,original
കളള പരതസഹന അർഹകകനന പരവസകൾ,original
ജഹദകൾ ദതയ നറവററനന,Fake
സതയ പറതത വരടട എനനടട നടപടകൾ കർശനമകകണ,Fake
കറണ അങങനയനന വടലലകറ ആളകള ഉനന വചചടടണടഅവരയ കണട പനന precaut എടതതൽ പരധ തടയൻ പററ എനന ഉളളഅത success ആകണ എനനലലഇതനതരയളള മഡസൻവപണയൽ എതതൻ കലലമങകല എടകകഅതവര ആളകൾ മരചചകണടരകകimmun പവർ ഉളളവർ രകഷപപടഅതര തനന,Fake
കമമയണസററ പകഷ തരവതര അനവസരതതൽ ആയപപയ,original
കരളതതല ജനങങൾകക നടകകതത പരഖയപനങങള സഖപപര നലല ഉളപപലലതത തളളകള കൾകകമപൾ എനതനന ഇലലതത സഖമണ വദയഭയസവ അറവ കടയപപൾ പടടൻമരപപയ,original
ഡനറ ആരഭതതൽ എലലവര ലകക സരയസയ അനസരചച പകഷ അസഖ കടതൽ ആളകൾകകയപപൾ ഡൺവണടനന മഖയമനതറ തനന പറയനന,Fake
മററ പറയരത ജനങങൾ വലയവന ചറയവന ഒരപല വതയസമനയ മരനന കണട പടകക എലല കണനന ഉണടലല ഇങങനയളള പസററവ news ആവണ നങങൾ സഘകളൽ നനന മചന നടണ എങകല പരഗത ഉണടക കടതൽ വവര ഇലലതതവര കപട ഭകതര isispol അവര കലപതകകൾ,Fake
ഇനയ ലകക പരപട ആണകൽ പരയ സഗമ കററന പകര ഇചചര തരണ,original
super parupadi gam,original
and one more matter remain chinayil corona viru badhicha perum recoveri cheythittund mathram marachitollu alochikkanam,Fake
കമപ വർഷ മററ വചചൽ ആകശ ഇടയമ,Fake
ningal madyaman mama madyamang,Fake
ningal paranjathu pole sambhavikatey,Fake
ഒനനന പർടടയൽ വവര ഇലല anubhavicho,original
എൻറ കടനകടതതവകക പലകകതരകകൻ എനകക കഴയലല മരണ സഭവകകനനത വതകകപപടടവർകകണ ഒരവളമര തടഞഞല മററരരതയൽ അവർ നഷടപപട ഇനയ മരണങങളണടക പരർതഥന അതണ രകഷ ലകജന ഒനനടങങ പരർതഥചചൽ എനനഅവസഥയട മർചചകറയ പരതഥനനടകകടട,Fake
right sajan വർഗഗയ ചനതകളലലതത വയകത എനന നലയൽ ഉളള അഭപരയമണനകക കടട കടനനത ഹനദവയല കരസററയനയയല മസലമയല അവസരതതൽ അതയനത അപകടകരമണ രജയതതന നശമണ ചനതകൾ വടഞഞ ഇതകക ഒഴവകകക കവസന മതമലല കരയ ഓർമമചചൽ നനന,Fake
ചനകകർകക എനതമവ,original
ella rajyangaleyum takarkkanellareetikm,Fake
എനതര പരഹസനമണ ബജയ ഇതസമമതകകണ കമമകളട തലകകടടയ,original
ചരചച ചതത,original
veri posit you be today imparti polit parti assess also,Fake
athok epol ariyonollu kolallo,Fake
edapp,original
nth thett cheythalum oru kit theerunna prb ullu,original
എനതട ചനന കതതയത കണടലല പനന കറണ വഴകക വരലട the ജഗരത കടട,original
ഇലലതതതലല പറതതറയകകതതതണ,Fake
pandath paananmaarkku pakaram paanathimar pankeduppichu parti,original
ദരനതങങള വററ തനനനന ദരനത പർടടസപഎ,original
ye thi veri correct inform,Fake
ഉണടയകകയത അവർ തനന അലല ഉണടവണമങകൽ കതതകകണമലല,Fake
എനതന പടകകനനത സഥര വടടമഗങങളയ പരവസകള ഞങങൾ ഒതകകയടടണടലല,original
ആരട അവടനന ഇലലനന തനനട പറഞഞത href,Fake
നമമൾ അതജവകക കടയററ കർഷനയ എൻറ വലയപപൻ വസര പടർനന പടചച പറയമയരനന പലനന അഭമഖകരകക എനന ഒരകകല വചരചചതയലല,Fake
തലചചർ തനന ടമണ അണകൾ മതൽ നതകകൾ ഒകക കണകക പറഞഞടട കരയമലല,original
ചവരകളകകഈനയൻററമകകൾഓണനയവദദരതshotm,Fake
പണവതര,original
പമപര വഡഢകൾ ഉനത തളളനന ഭരണ ചകര,original
വകസൻ എടതത ബസററററ പരവസ നടടൽപകമപൾ എയർപർടടൽ എതതനനതന രണട ദവസ മമപ pcr ടസററ നനന ഫലററൽ കറണ എങകൽ ടസററഫലററ ഇറങങയൽ ഇതകക നഗററവ ആയല quarantin നനമ ഉളള ലകമ bgm,original
commun keralathil samaadhanam nasippichu jihaadikalud kuzhaloothukaaran pinamnaari,original
പറഞഞ ഇപപഴ ഉണട,Fake
believ naturopath becaus live healthi follow the natur rule especi jacob vadackan cheri such good human be have lot experi treat patient where allopathi fail cure those one,Fake
what wrong with you,original
ellavarum kaikal korthupodich thiruvathira kalich covidin prathirodhikendathanu,original
കമയണസററ വശവസകകരത എനനതൻറ ഒനനനതര തളവണ കരളതതല സഥത തനന വളളപപകകതതൻറ സമയതത കണടതലല,Fake
href ആളകൾ ഉളള ഉതതര കറയയൽ കടകകണകകന ആൾകകർകക കറണയ ഒനന എഴടട പടയആരല വലല തളള പറയനനത കടട ആൾകകര പററകകൻ ഇറങങയരകകനനഅവനറ മറനടൻ മലയള,Fake
kattu kallan sakhavu,original
കപപല ആടയലയലല കപപ വണട ഞങങ ആടയലയനണട,original
bro spec ഒനന എവടയങകല വകകമയരനന എനതയല സപപർ അവതരണ,Fake
അവർ തനനയ കരണ സതയ തനന,Fake
alopathi yilood marichavarud ennavum edukanam,Fake
malar chakakk,original
തററ ചയത mask ഇടൻ പടലലയരനന തരവതര കളചചവർ ആയരനന അവർ ധരചചടടലല,original
ചനയൽ ചനസ കറണ ഇറകക qulal ഇലലതത ചനയട സധന but യറപപൽ ഇറകകയത ബരൻഡഡ യറപയൻ സററൻഡർഡ കവളററ,Fake
മറപട നൽക ചനയകക അമരകകകക പനന വടടവ ളയൻ who കണണടകക,Fake
americaku swantham rajyath engan coronay thadayamenu chindikan neramilla matulla rajyangalil ethra perku ayi corona badhikum maranang undavum enok padikkanum pravajikkanum neram undu,Fake
ചററപപ ഓസൺ പളയൽ വളളൽ ഒനന പറയ ആയടട വയയ,original
polit parti yathra congress elect road show vote etcetc ehthellam marunadan kandil,Fake
good present,original
nadakkumo athu,Fake
vivaramillatha savag oro vivarakkadu kanikkunnu narik parttikkar,original
കളളന നബയല നബരത അവൻമമർ കളചച പകൽപല സതയ,Fake
ഗവണമനറ മഴവൻ മറണപപപൾ ഇറങങ പരവർതതകകൻ kaziv ഉണട,original
തരവതര ഗനമളയ നടതതയതന മഖയമനതര ആരഗയ മനതരകക എനത നയകരണ ഞങങൾ ജനങങളട പറയനളളത ഇതതര പറയയക,original
കരണഭത,original
സപഎ സമമളന കഴഞഞൽ ഉടന കരളതതൽ ലകഡൺ ഉണടരകകനനത,original
ഉളപപ,original
appanu aduppilum aakaam,original
ado udayip asianet channel kara rate kudut kittum atinayi nintayokka familiyil vanamankilum komadi avatarippikam,Fake
all you mainstream medium kill news about massiv protest against the lockdown etc held european citi which million particip and also statement hundr doctor europesearch find aug berlinand other relat wipe out,Fake
endh arinhitanudo parayunath russia perk corona aanukalla channel,Fake
that line be apt quotpeera nari vijayan peera vijayanquot,original
ithvar ithin pati karyamayi troll onum kandillalo ivid undakunavanmaarok commiek aanal,original
there live god who fulli awar such evil activ and will give suitabl repli these the right time,Fake
mairh iyalh oru comedi item thanneh mairan,original
phaaaaaപലല,original
health minist comedi show ano nadathunna kashttam,original
ഇദദഹതതനറ വലലവള ഏററടകകൻ imaഅലല ആധനക മഡകകൽ തയയറകലല അവരട കളളതതര പടകകപപട,Fake
super,original
href പരകഷചച ഇതപപ ഇങങന,Fake
ചനയൽ നനന ജനതപതയ എനന പറയനനത india usa europ oceania എനനവടങങളൽ കമമയണസ പറയനനതൽ എനതണ വയതയസ അറബ രജയങങള കറചച ഒനന ഇപപ പറയനനലല,Fake
economi recess ila sambathika adiyantharavasta corona oru karanamayi enu matram,Fake
ധരജന കനന കൺഗരസ കഴഞഞ തരഞഞടപപല തററത തകർനനടയ എനനറപപ,original
പറയനനത നലല രതയൽ ഉൾകളളനന എനനനരനനല ഒനനനയ നസരമയ കണരത മനഷയൻ ഇനയങകല നനനവ പരകതകവണട,Fake
അലപപത നയമപരമയ കലപതകമറവദയ നയമപരമലലതത കലപതക,Fake
polichu,original
വലയ അറവ ഗവഷണവ ബരധവ ഉളളവർ എതര ആയരങങളയണ കലലനനത അദദഹ വകക പറയനനണടലല ബദചചവരടപപ തമസകകമനന അതന അവസരമരകക gtകകറ,Fake
മണകകറൽ rtpcr ടസററ റസൾടട പരവററ ലബകൾ ചയത കടകകനന പകഷ സർകകർ സവധനതതൽ കഴഞഞ തയത രവല കടതത സമപൾ കടടയതപരതരധ ഇവട അലല തടങങണടത ഒനന speed ആയടട kറയൽ ആളകൾ ഉണടങകൽ krail,original
ഇനതയ നററണടകൾ പറകലണനന മനസലകകനന,Fake
അമരകക ചനസ കമപനയയ huwaei കവചചത മതൽ തടങങയ തയയറടപപയത തടരനനളള നകത യദധങങള എററവ ഒടവൽ അമരകകയ തകർകകൻ എനന മടടലളള റഷയയട പടരളയ കറയകകൽ തയയറകകയ തരകകഥ പരകരമളള കരനകകങങൾ,Fake
പണറയ വജയന മഹബലയയ പരഖപകകമഎനതര lyric ലകമഴവൻ ശഭകകനന പർടട ഭകഷയ കററ കടതത കറനറ ബലല കടടവയജനങങൾകക കഷമപൻഷൻ രകഷകകൻ പചച കടകകനനതലല അവരട അവകശമണ കഷട തനന,original
മഴവൻ ഉളള മനഷയരയ കറചച കരയ മനസസൽ അകകകകൻ കറണ യലട അവസര തനനത,Fake
മററര ഒനന രജയമണ ഇററല എനന പറഞഞൽ എനത,Fake
china defenc offic write about thi how war with america and europ they cant militari power onli through bioweapon,Fake
ഡകടർമ൪ കടടതതട മരചച വകസന,Fake
വജയനയ കടളകളയ മതക ആകകയൽ എപപ ഓമകരൺ വനന ചതത എനന നകകയല എനനല എനറ വജയ കരനനമർ ചയത തങങകയററ തനന നമകക ബസററ,original
avar prathirodha marunnu kandu pidicha sesham samsayam thonnarikkan swantham powranmar kuruthi koduthu,Fake
shankey covid,Fake
kooi,original
പർടട പറയനനതനന പരവർതതകകനനത വറനന,original
asianet news vereaa valla pani nokuuu,Fake
puur,original
ഏതയല സഖവ തമപരൻ തരമനസന നനന ബധചചരകകനന പങകടതത എലലവർകക പണകകഴയണട,original
കളകകനനവരലല സഥരപടതതണടവരയരകക,original
മസല സമമളന നടതതയൽ പർകകതര പലസ കസടതത തരവതര ഇലല സഖവഎനത ഭരണമണത,original
ഇതലല ചനയട തനതരങങൾ എലല രഹസയതതൽ കകകന നൽകകന അറയ,Fake
evaleyellam chattawar kondu adichodikkanam,original
nishaanth anchor vere level,original
തടട റപപററ myr,original
തലകക വളവ ഉളളത എണണമങകല ഉണടങകൽ,original
mattulla koottang ozhivaakkanam ennu parayunn adhikarik ano ithinu anuvadhiykkunnathu ithu saakshara keralam anennuborkkanam,original
with jacob sir,Fake
ഇചചര സഗകകള,original
,original
njan ippo parayunnathano viswasikkendathu atho pandu paranjatho,Fake
death pakistan also suspici,Fake
അവർ പറയനനപല ചകതസ ചയയൻ അനമത കടതത നരകഷണ ചയയണ result fail ആയൽ ശകഷകകണ,Fake
തറയൽ ഇരകകനനതന വളചച തളതതററവചചവരലല കരളതതല ജനങങൾ ഇതനന കണടലലങകല ഉളള അതഭത,original
selftrol,original
china patti,Fake
it manmad viru bioweapon they be thi project long time ago,Fake
നടടൽ മതര കറണ പരകഷചച കളള എനന തനനയപപൾ ശതര രജതതകക വടട നങങൾ പറഞഞതപല എനത ചഞഞ നറനനണട,Fake
adyam prakitsa chikitsa enthanennu padikku ennitt prathikarikku,Fake
there go world war after juli,Fake
ആശൻ പടചച നലകനനത പരസയതതനറ പറതതണ ഇനയ നലലവണണ വഴതതപട,original
വകകകൾ പററടട അലപ ആശവസ തനന ഷജൻ സറന നനദ,Fake
ഇതല വലയ സൽഫ ടരൾ സവപനങങളൽ മതര,original
china chirichukond kazhitharukunnu njanonnum arinjil ramanarayana enna bavavum vithitu vilavu koyunnu,Fake
elect rissult ariyunna divasavum adinadutha kerala thil lock down nadappilakuka,Fake
champurna chacharadha arkum ethuvayikkan pattiyillengil kshamikkuka,original
പരനറകൾ വവരദഷകൾ സകൾ അടചച കടടകൾകക വകസൻ നൽക രഗകൾ ആകക രഗപരതരധശഷ ഉളളപപൾ ചവർ വയകത തലപരയ,original
aiwa,original
ലകതത ഭരകകൻ വണടയളള മനന ലകമഹ യദധവ ഇപപൾ ഇനതയയല മതത ചനസ product ban ചയയണ,Fake
ivala saykalu chavitiyo sagal,original
ചനയൽ കറണ വറസനറ ഭകരത ലകതതല മററ രജയങങൾ എലല കണടതലല എനനടട എനതകണട വയപന നൽകകനനത നനന ഉളള വമന സർവവസ നർതതയലല വയപചചലല വഹൻ അടചച പടടയരനന പഹനൽ ചനയട നഗരങങളലടട ഇലലയരനന പകഷ രജയങങളലടട നടതതയരനന തറനന വചച വയൽ കടതത,Fake
sir nammukk oro jivanum vilapidichathanu,Fake
evar orupaksh aaaa marunn undakkan ulla pravinyam high aaairikum pinna pandumuthal parayaril marunnum manthravum ennevid thann ane hero manthram ennath ithara karud nilanilpinnu vendiulla podikaaai oru paksh aaa namal public manasilaki pin vendi vannilenkilo enna bhayam eeevr okk mathram kood cheythal phalikooo enn paraippikkan karanam,Fake
പടയത മഞച പതരസ,original
കളകണട ഇവര,original
കഞചൻ നമപയര രചന നടതത ആരയ കളയകകയടടലല എനതയല തരവതരകകളകക വണട ഇങങന നർവഹചച സഖവന വളപപൻ അഭവദയങങൾ,original
കളകകപററയ കകൾ ഉണടലല ഒരകൽകള ഉണടയരനന എങകൽ ബഹജർ,original
ജനങങളടളള വലലവളയണ ഞങങൾ എനത ചയയ ചദകകൻ എനന,original
അങങയട പരവചനപലയവടടആശവസ സഭവകകടട,Fake
പറഞഞത കറണയ ചനസ വറസ എനന വളകകരത കമമയണസററ വളകകണ,Fake
sherikum covid ethuvar und,Fake
കമമഷൻ വങങയടതതടട വങങ എടതതടട വകസന അനകലമയ കടടഘഷചചകഴ ഞഞവണ മരണങങൾ കടയലല മധയമങങൾ തമസയത ഇതനതരയ തരയകരണ മധയമ buisin വണടതമസചചപയഅയയ കഷടഭരഭഗ മരണതതലകകളള certtificat കരസഥമകക യലല,Fake
പരവസകൾകക quarantin നങങൾകക അഴഞഞടട,original
it weapon കറണ അവസനകകരത എനന ആഗരഹകകനന ലകതതല സമപതതക ശകതകൾ ഉണടകറണ കണട ആരട ഒകക സമപതതകസഥത മചചപപടടത പരശധകകനനത പഠകകനനത നനനയരകകഇനയ അവർ ലകഷയമടനനത അതതനനയണ,Fake
pfizer ഡഗരയൽ വയകകൻ ഇനതയയൽ എലലയടതത പററലല,Fake
കണണന കതന ഇമപ തരനന കലരപമയരനന തരവതര കണടപപ തരവതരകള കണണടനന തരമനചച കലയട അറപപയ,original
dont use word thiruvathirakali,original
kaaranavark aduppilum,original
കരളതതന ഇതതര പനതൻമട അഴകയ രവണന തനന തരഞഞടതത നനദ നഗനനയ രസവ കഷട കമയണസമണതര കമയണസ,original
പളചച,original
edappal palam nammud madrimarud deergaveeshanathit matrka,original
കമമയണസററകര ഇപപഴ ആണലല കഴകകനനത അലല,original
panaraayiy peedhippicho ayy,original
foreign should keep seven day quarantin but the parti will what want best shee jinp zindabad,original
hindu onaranda samayampalluthachu kulichu kumbamalaku pokuuumoshaprapti kittum some pujyaraaaieummapranamam,Fake
janasangya kuranju kanum,Fake
ചനസ ചർചച ചയയൻ തയയറവനനലല രജയവ,Fake
ഇങങള പളയടട,original
oro natil tharthil ane corona ilathakun north indiayil patram kotiyum parnjum south thiruvathira kalichum oke venam athu cheyan namud acharang sanrakshikapedanamalo,original
avideyokk thanuppu mari choodu thudangan pokunnu sir,Fake
ആരട പറയൻ കൾകകൻ,original
അസഖ ബധചചവര എലല കഴചചടനളള സമയ ആയരകക,Fake
അടചച അണണകകൽ കററ കടതത,original
ചങകന ഭരണധകര കടടയതൽ ജനങങൾ അങങയററ സനതഷവനമരണ എനന സവനത ദശപമന,original
ഇതല പതരതതൽ കടടയവരയരനന,original
പളചച bro ഒടടചച,original
ijjaadhi dharidhryam,original
avant okeamp oru thiruvathira,original
കരണവർകക അടപപല എനനണലല,original
കരള സസകരതതനറ പരധന വഭവമണ തരവതരകള ഇങങന കടതതണ ആയരനന എലലതതന അതനറ സസകരക പതകമണട,original
അവതരപപകകൻ നലലത,Fake
ഇതരയകക ദരദരയ പർടടകക,original
russia yil corona illathr vattanal marunadan,Fake
ഇതകക എങങന സതകകനന എനന അറയതതത,original
മസകകലലങകലനത സമഹക അകകല പലചചടടണടലല ഉറപപണ സർകകർ പർടടകപപ,original
endhanupandithyathindealavukolkozhiswanthammuttaadayirunnuviriyikkunnathonammalinqbatorilviriyikkunnathoithilaarkkanupandithyamkooduth,Fake
കഷട,original
usa,Fake
മരനന മറമരനനഒരൾകക ചയയൻ കഴയ,Fake
thendi china,Fake
കടട പർടട,original
പൻഷ കടതതതകററ കടതത പടയ പറഞഞ എതരകകല ഇവർ നടകകഇത ഒകജന ങങളട നകത,original
എനത വരകൾ,original
യപപ തളവകടടയടട കരയ മലല തളവലല വണട ചകതസ,Fake
samskarika nayakanmarok evid poyo avo,original
ban china and chines product,Fake
അടതതത മർഗ ഒമകരൺ മതത മർഗവ ഇലലതയൽ,original
വളര വയകതമയ വശകലന,Fake
idiot due wear mask and social distanc,Fake
തനന കരരതയകക പനനൽ എനന മനസലകകൻ ഇനയ അധക ചനതകകണടത ഇലല,Fake
uluppilayma bellandaya illandakum athanoru aswasam,original
appanu adupilum aavam,original
സൽഫ ടരൾ,original
വഴകടടകൾ ഇവരണങകൽ നനനവൻ പകനനലല,original
വഴചയണപപൾ കരളതതൽ പർടടയട അനഭവകള ഓർതത പചഛ തനനന,original
mukyanuvendi cheida thiruvadiraku covid viru povilla allegilum covidkondu arum chavilla,original
മനനൻ,Fake
case fine becaus they be cpm,original
സശയ എനകക ഉണടയരനന കമമയണസററ സഭവനയണ,Fake
you give news with out proof ani ane can sue pleas take care,Fake
കലകല എലല കണനനണട,Fake
ടരളണട അമമണകകടടയ മടശശരകകരയ അടകകമളള പരഗമനകൾകക ഇതൽ കടതൽ അടപപചച പടകകൻ ആവലലനന മലകർകകറയ മസററർ,original
ഇതകക കടട അവനമർ വലല കപപ എടതത ചനയൽ അതനറ ഭതയൽ കഴയണ മയര കടടയത വചച മണടതരകകൻ നകക പലലകൾ എനത ചയയടട ഉളള കറണ എങങന ഒഴവകക എനന കതത തരപപ ഉണടകത,Fake
അമരകകയടയ ഇനതയയടയ കണൻ പകനനതയളള wait,Fake
have viru case kerala from china and indian increas like gulf what will our situat collaps with povertyand they hide the issuesban go,Fake
എനകക കറണ വനന പറഞഞ ലകഷണ എലല ഉണടയരനന പകഷ ഇപപഴ മറയലല പടകകരത,original
ഒരൾ കറണയട തടകകതതൽ പതര കടട കറണയ ഇലലതയകൻ ശരമ നടതത വറരൾ ഓമകരണന തരവതര തനനയങ അണകളകണട കളപചച,original
എനതയല തരവത അകല പലചച ടടണട,original
അവർകക അവരട വദങങൾകക അവസര കടകകക യഥർതഥയ പറതത വനനടട ആരയ അനധമയ വശവസകകകയ തളളകകളയകയ വണട,Fake
ഞമമകകഎനതമക,original
india celebr welcom with clap plate light candl now kerala thiruvathira,original
vivaram illaatha aarogya mandhri aadhyam purathaakkanam pravasikalud nenjath kayariya vivaramariyum teacher amma madhi idh arogya adhri alla makeup govern umini janangalud nenjathekk kayarum janang ivar kallariyanam yedhu parti aayaalum thenditharam kaanicha kalkeriyuka,original
ivarano communistuk communist manifesto vayikk kodiyum pidichu nadakkunna chettak,original
എനത കപപല നയമ,original
മസലമകരസതയനയ ആയരനന എങകൽ ഇപപൾ പലസ വചച ഓടചനകഭമള നർതതണഅലലങകൽ ചററകൾ മടപകക,Fake
ima sponsor programno doubt,Fake
ഓർമ വരനനത പണട തലഡമഡ കസണടയരനന അതനറ സരകഷതതത പററ നർമണ കമപന അവസന നമഷ വദചച അപകട തനനയണനനളള കടതത ഡകടറട കടത അഗകരകകകയ മരനന നഷട പരഹര കടകകണടനന അവസഥ വരകയ ചയത ഇതകക ഓർകകനനത നനന,Fake
china nashipikuka thann venamingn oru nariya pani avar kanichenkil athrakum manasakshi illathavaranukollanam avanmar,Fake
പണണമപളള എനത വനനല പരവസകളട നഞചതതടട കറയൽ മതയലല കഷട,original
ഞങങൾ തരവതര കളകക ചരകക,original
കടട പർടടകർ അവർകക എനത കഷട,original
avar parayunna karyang adhyam anuvadhich koduk ennit parajayamanenkil ithu pole kutapeduthi ninnu kurakkada nayint makkal,Fake
oru bootham thann,original
ഓകക പണവതര,original
പരപട നടകകനന സമയതത ലകക കർഫയ ഒനന ഉണടയരനനലല ഇവട പങകല നടനന കററപപടതതയടട കരയമലല,Fake
marunadan paranja pole aavatt,Fake
ഒനനര വർഷമയരനന നരങങനനൻ പരയല ചരകസരയൽ,Fake
തളളയ പണങങള സമമതകകണ നണകകട അയയ അയയയയ,original
കറണ വറസന ഉണടകക പറതത വടടത അതൽ യതര സശയവ ഇലല എനന പറയൻ അമരകകയ തകർതത ഒനന സഥന കയയടകകക അവർ ഏകദശ വജയചച കരതൻ ഇനയ ലകതതല ഒനനമതത ശകത കൾകകൻ അധകൾ വണട,Fake
വദയ അറയത അടകകക ആണലല പഴവല,Fake
ini ippo maman marum irangum paavangalud pocket kayyidan athum kood aaayal sangathi nalla usharavum,original
ചനയൽ ബദധ ഉളളത കണട അവർ അതജവചച റഷയയൽ കറണ ഉണട കറയ ആദയ മതൽ ശകതമയ നടപട എടതതത പരധ അമരകക ടരപ അഹങകര പവപപടട ജനങങള കരത കടകകനന,Fake
destroy them complet for such cruelti the world,Fake
life doctor veri shortwhi,Fake
സജനറ വലയരതതലകൾശരയയ വരടട എനന പരർതഥകക,Fake
cpm bjp ആശയ പരയയ നണയങകൻറ വശങങളണ,original
കരളതതല ഉളള മകകള എനനനന പറയലല,original
സജൻ നങങൾകക ഇപപൾ എനത ഇതര നണകകട ഉണടകൻ മതര ചയതത നങങൾ അനന രജയ ദരഹ ആയരനനലല ഏകദശ ഒരപല രണട പരപടയ എനനടട വനനത പറയൻ ധരയ ഇലല അലല,Fake
communist china,Fake
thiruvathiray nindikkunnathu hindu vine nindhikkunathinu thulyam asianet thiruthanam,original
വശതത മഴവൻ അകരമ മറവശതത തരവതര കളർ ആയടടണട,original
padachon kakkatt,Fake
ചനകകതര എലല രഷടരങങള നടപടയടകകണ നഷടപരഹരവ വങങകകണ,Fake
,original
ജവയടതനറ പറഞഞ ഇറകകന ആകരമചച കഴടകകയ അമരക ചനയ ആകരമകകൻ പടകക വരകക,Fake
make china,Fake
eee naad nashikkum ath urappa enn thonunnund ithok kanumbo,original
എനതചയയന ഇകകടടർകക സവനതമയ ചനതകകൻ ശഷയലല,original
പരനതകള ആദയ പരചച വടണ,original
ആരട പറയൻ കൾകകൻ,original
കരണഭതൻ കതതയത ഉളള അമരകകയൽ സനമ,original
സഷയൽ ഡസററൻസ paalichallo,original
ഇനന അലല സമമളന അതകക ഇപപ,original
സപഎ കരൻ പകഷ വണടയരനന,original
കലയണതതന മരണതതന തരവതര സഘടപപചചൽ പർകക പങകടകക,original
parayippikkan aayitt,original
classic program,original
evaleyellam chattawar kondu adichodikkanam,original
eth oru kali ann,Fake
agan samfavikkatt annu prathikkam,Fake
ennitu pravasikalud mele corantain,original
ayy,original
secret sookkshikkunna rajyangalellaam thurannu parayunna raajyangalkorona kazhiyumpol arokk thakarnnu nilaninnu ennu nokkam appol ariyam korona evid undu illa ennokk,Fake
idu troll song aano ado origin anno manasilagunnilla,original
ദരഹതയ വണട ഇവർ ശസതരയമയ കവഡ പരധരധചച ഉതതരകറയ അഭനനദനങങൾ അർഹകകനന,Fake
omg,Fake
നയകകൾ തനന അലല കഴഞഞ ആഴചച അമരകകയണ വയറസ ഉണടകകയത എനന പറഞഞത viewer കടടൻ അപപന മററ പറയമ,Fake
ഡൽററയ ഉണട ഓമകരണ ഡൽററ കരണ,original
അങങയ അഗകരകകനന ആളണ മരനനലലത കറണ മറനന എങകൽ സഖയതതനറ പനനൽ ദവമലല എനന സശയ,Fake
tiruvaathira raaavu manasaaak nilaaavuomicronum coroonaaayum tullunna naaal,original
aaah common everybodi,original
thi not theoryit true,Fake
മണടൻ മനതരമർ ഉമമൻ മനനടയയ തരവതര,original
അമമഞഞപൽ കടചച ഏതര ആലചയകകവനനതലലയളള ഇതന ഉതതര,Fake
