ID,News,Label
FAKE_MAL_TR_0534,ആശുപത്രിയില്‍ സ്ട്രക്ചര്‍ തള്ളി പിഞ്ചുബാലന്‍; കണ്ണുനനക്കുന്ന വീഡിയോ ബിഹാറില്‍ നിന്നോ?,FALSE
FAKE_MAL_TR_0535,മരിച്ചിട്ടും മറഡോണയെ വിടാതെ വ്യാജ പ്രചാരണം; അന്ത്യകർമ്മങ്ങളുടെ വീഡിയോ വ്യാജം,FALSE
FAKE_MAL_TR_0536,ഡിസംബര്‍ വരെ സ്‌കൂളുകള്‍ തുറക്കില്ല; വാര്‍ത്ത സത്യമോ?,FALSE
FAKE_MAL_TR_0537,ലോകത്ത് സസ്യാഹാരിയായ ഒരാള്‍ക്കും കൊവിഡില്ല! സംഭവം സത്യമോ,FALSE
FAKE_MAL_TR_0538,മാസ്ക് ധരിക്കുന്നത് എല്ലാവരിലും കൊവിഡ് എന്ന ധാരണയിൽ'; ഇങ്ങനെയൊരു സർക്കുലർ എയിംസ് പുറത്തിറക്കിയോ?,MOSTLY FALSE
FAKE_MAL_TR_0539,"പ്രവാസികളുടെ രജിസ്‍ട്രേഷന്‍ നോര്‍ക്ക റൂട്ട്സ് ആരംഭിച്ചോ; ആശയക്കുഴപ്പം വേണ്ട, സത്യാവസ്ഥ ഇതാണ്",MOSTLY FALSE
FAKE_MAL_TR_0540,അതിർത്തിയിൽ ഇന്ത്യൻ സൈനികരോട് കയർക്കുന്ന ചൈനീസ് പട്ടാളം; വീഡിയോയ്ക്ക് പിന്നിലെ സത്യമിത്,MOSTLY FALSE
FAKE_MAL_TR_0541,പാഞ്ഞുകയറിയ ട്രക്കിന്‍റെ തലയരിഞ്ഞ് ഹെലികോപ്റ്റര്‍; ഞെട്ടിക്കുന്ന അപകട ദൃശ്യം പഞ്ചാബില്‍ നിന്നോ?,FALSE
FAKE_MAL_TR_0542,"ട്രൂഡോ മാത്രമല്ല, കർഷക സമരത്തിന് പിന്തുണ പ്രഖ്യാപിച്ച് കമല ഹാരിസും; ട്വീറ്റും യാഥാർഥ്യവും",FALSE
FAKE_MAL_TR_0543,വെന്‍റിലേറ്ററിലേക്ക് മാറ്റും മുൻപുള്ള ഡോ.അയിഷയുടെ വാക്കുകൾ; വൈറലായ സന്ദേശം വ്യാജം,FALSE
FAKE_MAL_TR_0544,കൊറോണ വൈറസിന്‍റെ ശേഷി കുറയുന്നതായി ലോകാരോഗ്യ സംഘടന വിശദമാക്കിയിട്ടുണ്ടോ? വസ്തുത ഇതാണ്,FALSE
FAKE_MAL_TR_0545,ലാന്‍ഡിംഗും അപകടവും വ്യക്തം; പ്രചരിക്കുന്നത് കരിപ്പൂർ വിമാന ദുരന്തത്തിന്‍റെ ദൃശ്യമോ?,FALSE
FAKE_MAL_TR_0546,മാസ്‌ക് ധരിക്കാത്തതിന് യുപിയില്‍ ആടിനെ അറസ്റ്റ് ചെയ്‌തോ? വാര്‍ത്തയിലെ വാസ്‌തവം,FALSE
FAKE_MAL_TR_0547,സ്‌ത്രീകള്‍ വാട്‌സ്ആപ്പില്‍ പ്രൊഫൈല്‍ ചിത്രം ഉടന്‍ കളയണോ? മുന്നറിയിപ്പ് സന്ദേശത്തിന് പിന്നില്‍,FALSE
FAKE_MAL_TR_0548,എല്ലാ ഉപയോക്താക്കള്‍ക്കും ദിവസേന 25 ജിബി സൗജന്യ ഡാറ്റ! ജിയോയുടെ ഓഫര്‍ സത്യമോ?,FALSE
FAKE_MAL_TR_0549,സർക്കാർ ആശുപത്രിയിൽ രോഗിക്ക് തറയിൽ ഭക്ഷണം വിളമ്പി'; കേരളത്തിനെതിരെ വ്യാജ പ്രചാരണം,FALSE
FAKE_MAL_TR_0550,വാഹനങ്ങളുടെ സ്റ്റിയറിംഗിലെ ചെറിയ തടിപ്പുകൾ കാഴ്ചാ പരിമിതരെ സഹായിക്കാനോ? ,FALSE
FAKE_MAL_TR_0551,കുട്ടിയെ അനുഗ്രഹിക്കുന്ന 170 വയസുള്ള സന്യാസി !വൈറലായി വീഡിയോ,FALSE
FAKE_MAL_TR_0552,അതിര്‍ത്തികള്‍ അടച്ചുപൂട്ടിയെന്ന് ആരോപണം; കേരളത്തിനെതിരെ വിദ്വേഷ ക്യാംപയിന്‍,FALSE
FAKE_MAL_TR_0553,കാര്‍ഷിക നിയമ ഭേദഗതി: കേരളം ജിയോ സേവനങ്ങള്‍ നിരോധിച്ചു എന്ന് സാമൂഹ്യമാധ്യമങ്ങളില്‍ വ്യാജ പ്രചാരണം,FALSE
FAKE_MAL_TR_0554,മുംബൈയിലേക്ക് പുറപ്പെട്ട കണ്ടെയ്നർ ട്രെയിൻ കാണാതായോ?; പ്രചരിക്കുന്ന വാർത്ത സത്യമല്ലെന്ന് റെയിൽവേ,FALSE
FAKE_MAL_TR_0555,"സുശാന്ത് സിംഗിന് നീതി വേണം', നൈജീരിയയിലും പ്രതിഷേധമോ?",FALSE
FAKE_MAL_TR_0556,"സുന്ദരിയായ പൈലറ്റിന്റെ അരുംകൊല, യുദ്ധത്തിനിറങ്ങിയ പ്രസിഡന്റ്, രണ്ടും വ്യാജം!",FALSE
FAKE_MAL_TR_0557,ഹിമ ദാസിന് ഒളിംപിക്‌സ് യോഗ്യത; പ്രചാരണം വ്യാജം,FALSE
FAKE_MAL_TR_0558,കൊവിഡ് ബാധിതർക്ക് സാമ്പത്തിക ഭദ്രതയൊരുക്കി ജാക്കി ചാൻ,FALSE
FAKE_MAL_TR_0559,കുരുമുളകും ഇഞ്ചിയും തേനും ചേര്‍ത്ത് കൊവിഡിന് അത്‌ഭുത മരുന്ന്'; ഇന്ത്യന്‍ വിദ്യാര്‍ഥിയുടെ കണ്ടെത്തല്‍ സത്യമോ?,FALSE
FAKE_MAL_TR_0560,കാറിനോട് ആലിപ്പഴം ചെയ്ത കൊടുംചതി'; വൈറല്‍ വീഡിയോയ്ക്ക് പിന്നിലെ കഥ പുറത്ത്,FALSE
FAKE_MAL_TR_0561,റിപ്പബ്ലിക് ദിനത്തിലെ ട്രാക്‌ടര്‍ റാലിയുടെ റിഹേഴ്‌സല്‍? വൈറല്‍ വീഡിയോ ദില്ലിയില്‍ നിന്നുള്ളതോ...,FALSE
FAKE_MAL_TR_0562,പാലക്കാട് ആന ചരിഞ്ഞ സംഭവം,FALSE
FAKE_MAL_TR_0563,ഇന്നാ പിടിച്ചോ 2000 സൗജന്യ നോക്കിയ ഫോണുകള്‍; ഫേസ്‌ബുക്ക് പോസ്റ്റ് വിശ്വസനീയമോ?,FALSE
FAKE_MAL_TR_0564,കര്‍ഷക സമരത്തിനിടെ കണ്ണിന് പരിക്കേറ്റത് മുന്‍ സൈനിക ഉദ്യോഗസ്ഥനോ?,FALSE
FAKE_MAL_TR_0565,"ഇത് ഇതിഹാസ താരം മറഡോണയോ? കളിയാക്കി ആരാധകര്‍, വീഡിയോയില്‍ ട്വിസ്റ്റ്",FALSE
FAKE_MAL_TR_0566,ജോ ബൈഡന്‍റെ വലംകൈയായി ഇന്ത്യന്‍ വംശജന്‍; വാര്‍ത്ത സത്യമോ?,FALSE
FAKE_MAL_TR_0567,"കൊവിഡ് വാക്‌സിന്‍ സ്വീകരിക്കുന്ന പെണ്‍കുട്ടി, വൈറൽ വീഡിയോയിലുള്ളത് പൂചിന്‍റെ മകള്‍ അല്ല!",FALSE
FAKE_MAL_TR_0568,യാത്രാമധ്യേ ആകാശത്ത് ഇന്ധന നിറയ്‌ക്കുന്ന വിമാനം; പുറത്തുവന്ന വീഡിയോ റഫാലിന്‍റെയോ?,FALSE
FAKE_MAL_TR_0569,ഇതര സംസ്ഥാനക്കാരില്‍ നിന്ന് പണം പിടിച്ചുപറിച്ചോ റെയില്‍വെ പൊലീസ്? പ്രചരിക്കുന്ന വീഡിയോക്ക് പിന്നിലെ സത്യം,FALSE
FAKE_MAL_TR_0570,സാമൂഹിക അകലം മറന്ന് തിക്കിത്തിരക്കി പെരുന്നാള്‍ ഷോപ്പിംഗ്'; പേടിപ്പെടുത്തുന്ന വീഡിയോ ഹൈദരാബാദിലേതോ?,FALSE
FAKE_MAL_TR_0571,"പ്രായപരിധിയില്ല, എഴുത്ത് പരീക്ഷയില്ല, 8ലക്ഷം പേര്‍ക്ക് കേന്ദ്ര സര്‍ക്കാര്‍ ജോലി",FALSE
FAKE_MAL_TR_0572,പൂച്ചക്കുട്ടിയെ ജീവനോടെ കത്തിച്ച ദാരുണ സംഭവം; പ്രതിയുടേതായി പ്രചരിക്കുന്ന ചിത്രം യുവന്‍ ശങ്കര്‍ രാജയുടേത്,FALSE
FAKE_MAL_TR_0573,തോറ്റു പോകാത്ത വീര്യം' എന്ന് കുഞ്ഞനന്തനെ വിശേഷിപ്പിച്ചിട്ടില്ല; വ്യാജ പ്രചാരണത്തിനെതിരെ സുനില്‍ പി ഇളയിടം,FALSE
FAKE_MAL_TR_0574,പുക പരിശോധന സര്‍ട്ടിഫിക്കറ്റ് ഇല്ലെങ്കില്‍ അപകടത്തില്‍പ്പെടുന്ന വാഹനങ്ങള്‍ക്ക് ക്ലെയിം ലഭിക്കില്ല; സത്യമോ?,FALSE
FAKE_MAL_TR_0575,ദില്ലി മുഗള്‍ ഗാര്‍ഡന്‍റെ പേര് മാറ്റിയോ? വ്യാപക പ്രചാരണത്തിലെ വസ്‌തുതയെന്താണ്,FALSE
FAKE_MAL_TR_0576,കൊവിഡ് ചികിത്സയിൽ ഉപ്പിന് എന്തെങ്കിലും ചെയ്യാനുണ്ടോ? നാവിൽ അലിയിക്കും മുമ്പ് അറിയാൻ,FALSE
FAKE_MAL_TR_0577,പ്രിയങ്ക ഗാന്ധി തയ്യാറാക്കിയ 1000 ബസുകള്‍; കേരളത്തിലടക്കം വൈറലായ ചിത്രം വ്യാജം,FALSE
FAKE_MAL_TR_0578,സോണിയ ഗാന്ധിയുടെ പിറന്നാള്‍ ദിനത്തില്‍ ബാര്‍ നര്‍ത്തകി എന്ന പേരില്‍ പ്രചരിച്ച ചിത്രത്തിന്‍റെ വസ്‌തുത,FALSE
FAKE_MAL_TR_0579,ദലിത് ബാലന്‍റെ കൊലപാതകം; ഏഷ്യാനെറ്റ് ന്യൂസ് ഡോട് കോം വ്യാജ വാര്‍ത്ത നല്‍കിയെന്ന പ്രചാരണം പച്ചക്കള്ളം,FALSE
FAKE_MAL_TR_0580,"പ്രൗഢം, ഈ ഗണേശോത്സവ ദൃശ്യങ്ങള്‍ തമിഴ്‌നാട്ടില്‍ നിന്നോ?",FALSE
FAKE_MAL_TR_0581,കേരളത്തില്‍ നിപ മനുഷ്യരിലേക്ക് എത്തിയത് ആ വഴിയേ? ശരിയോ,FALSE
FAKE_MAL_TR_0582,ഇത്ര വലിപ്പമുള്ള അനാക്കോണ്ടയോ? ഭൂമി തുരന്നുവന്ന് അതിഭീമന്‍! വീഡിയോ കണ്ട് ഞെട്ടി ആളുകള്‍,FALSE
FAKE_MAL_TR_0583,"കൈകള്‍ പിന്നില്‍ കെട്ടി, വായ മൂടിക്കെട്ടി കപില്‍ ദേവ്, ഇതിഹാസ താരത്തെ തട്ടിക്കൊണ്ട് പോയോ? വീഡിയോ വൈറല്‍!",FALSE
FAKE_MAL_TR_0584,"കാല്‍ തല്ലിയൊടിച്ച് സൈഡാക്കി, കൊലപാതകം ചെയ്‌താല്‍ ഉത്തര്‍പ്രദേശില്‍ ശിക്ഷ ഇതാണ്? വീഡിയോ ശരിയോ",FALSE
FAKE_MAL_TR_0585,തെങ്ങോലകള്‍ക്കിടയിലെ മോദി ചാരുത; ചിത്രം യഥാര്‍ഥമോ വരച്ചതോ എന്ന് ഇനി സംശയം വേണ്ടാ!,FALSE
FAKE_MAL_TR_0586,"ഒറ്റപ്രസവത്തില്‍ 9 കുട്ടികള്‍, നിറവയറുമായി ഗര്‍ഭിണി, വീഡിയോ വിശ്വസനീയമോ? ",FALSE
FAKE_MAL_TR_0587,"അന്‍റാര്‍ട്ടിക്കയില്‍ പൂക്കളോ! വൈറലായി ചിത്രം, അറിയേണ്ട വസ്‌തുതകള്‍",FALSE
FAKE_MAL_TR_0588,ഇന്ത്യയിലെത്തിയ പാക് ടീമിനെ ആരാധകര്‍ വരവേറ്റത് 'പാകിസ്ഥാന്‍ മൂര്‍ദാബാദ്' വിളികളോടെ?,FALSE
FAKE_MAL_TR_0589,"ലോകകപ്പ് ടീമില്‍ നിന്ന് ഒഴിവാക്കിയതില്‍ കലിപ്പായി അക്‌സര്‍ പട്ടേല്‍, ഇന്‍സ്റ്റഗ്രാം സ്റ്റോറികള്‍!",FALSE
FAKE_MAL_TR_0590,"ആഢംബരത്തിന്‍റെ അവസാന വാക്ക്, കറന്‍സി നോട്ടുകള്‍ കൊണ്ട് അലങ്കരിച്ച് കല്യാണ വേദി; വീഡിയോ എവിടെ നിന്ന്?",FALSE
FAKE_MAL_TR_0591,യുപിയില്‍ മൃതദേഹം ആശുപത്രി ജീവനക്കാര്‍ ബൈക്കില്‍ ഉപേക്ഷിച്ചു; നെഞ്ചില്‍ കൊളുത്തി വലിക്കുന്ന ദൃശ്യം സത്യമോ?,FALSE
FAKE_MAL_TR_0592,"ആരും തെറ്റിദ്ധരിക്കല്ലേ; മുല്ലപ്പെരിയാര്‍ ഡാം തുറക്കുന്ന ആ വീഡിയോ പഴയത്, കണ്ടത് ലക്ഷക്കണക്കിന് പേര്‍!",HALF TRUE
FAKE_MAL_TR_0593,കേരളത്തിലോ? റോഡിലെ പടുകുഴിയില്‍ ബൈക്ക് യാത്രികനും കുട്ടിയും മുങ്ങിത്താണു! സിസിടിവി വീഡിയോ,FALSE
FAKE_MAL_TR_0594,വൈറലായി രാഹുല്‍ ഗാന്ധിയുടെ ഫോട്ടോ; ഓസ്ട്രേലിയന്‍ ടൂറിസ്റ്റ് പകര്‍ത്തിയ ചിത്രത്തിന് പിന്നില്‍?,FALSE
FAKE_MAL_TR_0595,കേരളത്തിലെ സ്‌പൈഡര്‍മാന്‍'; ടാങ്കര്‍ ലോറിയുടെ പിന്നില്‍ ഒറ്റകൈയില്‍ തൂങ്ങി അഭ്യാസം!,FALSE
FAKE_MAL_TR_0596,"ആപ്പിളിനും വിലങ്ങിട്ട് ചൈന, ഐഫോണ്‍ രാജ്യത്ത് നിരോധിച്ചു?",FALSE
FAKE_MAL_TR_0597,കുടകിൽ കളക്‌ടറായ മലയാളി.,FALSE
FAKE_MAL_TR_0598,"ഭിത്തിയോട് ചേര്‍ത്ത് നിര്‍ത്തി വിദ്യാര്‍ഥിക്ക് അധ്യാപകന്‍റെ ക്രൂര മര്‍ദനം, വീഡിയോ വൈറല്‍, കേരളത്തില്‍ നിന്നോ?",HALF TRUE
FAKE_MAL_TR_0599,"കോടികള്‍ വിലയുള്ള ഡയമണ്ടുകള്‍ റോഡില്‍, വാരിക്കൂട്ടി ജനം; സൂറത്തില്‍ നിന്ന് വീഡിയോ!",HALF TRUE
FAKE_MAL_TR_0600,മഹാരാഷ്ട്ര മുഖ്യമന്ത്രി ഏക്നാഥ് ഷിൻഡെയുടെ ചെറുപ്പത്തിലെ ചിത്രം,FALSE
FAKE_MAL_TR_0601,കോവിഡ് വ്യാപനത്തിനിടെ ഉത്തർ പ്രദേശ് മുഖ്യമന്ത്രി യോഗി ആദിത്യനാഥും കേന്ദ്ര ആഭ്യന്തര മന്ത്രി അമിത് ഷായും ഹരിദ്വാർ കുംഭമേളയിൽ സ്നാനം നടത്തുന്ന കാഴ്ച്ച.,HALF TRUE
FAKE_MAL_TR_0602,പുരുഷന്‍റെ 'മറ്റേണിറ്റി ഫോട്ടോഷൂട്ട്‌'; വൈറൽ ചിത്രത്തിന് പിന്നിലെ കഥ നിങ്ങളറിഞ്ഞതല്ല,FALSE
FAKE_MAL_TR_0603,"തെരുവിലെ വെള്ളക്കെട്ടിലിരുന്ന് ഭക്ഷണം കഴിക്കുന്ന കുടുംബം; കണ്ണുനനച്ച് ചിത്രം, ഉത്തരവാദി കെജ്‌രിവാളോ?",FALSE
FAKE_MAL_TR_0604,കങ്കണക്കെതിരായ പരാമർശം: അമിതാഭിനെയും ജയയെയും ബഹിഷ്കരിക്കാൻ മുകേഷ് ഖന്ന ആവശ്യപ്പെട്ടോ?,FALSE
FAKE_MAL_TR_0605,ന്യൂനപക്ഷകാര്യ മന്ത്രാലയം അവസാനിപ്പിക്കാന്‍ പോകുന്നു എന്ന വാര്‍ത്ത വ്യാജമെന്ന് കേന്ദ്ര സര്‍ക്കാര്‍,FALSE
FAKE_MAL_TR_0606,ഇന്ത്യയിൽ വീണ്ടും നിപ്പ പടരുന്നതായി വ്യാജ പ്രചാരണം,FALSE
FAKE_MAL_TR_0607,മോദി കൊച്ചി സന്ദർശനത്തിനിടെ ഏപ്രിൽ 25ന് ആദിശങ്കര ജയന്തിയോടനുബന്ധിച്ച് കാലടി ആദിശങ്കര ജൻമഭൂമി സന്ദശിച്ചു,HALF TRUE
FAKE_MAL_TR_0608,"പ്രായപരിധിയില്ല, എഴുത്ത് പരീക്ഷയില്ല, 8ലക്ഷം പേര്‍ക്ക് കേന്ദ്ര സര്‍ക്കാര്‍ ജോലി'; സത്യമെന്ത്?",FALSE
FAKE_MAL_TR_0609,"കൊച്ചി മെട്രോയിൽ 819 കോടിയുടെ കേന്ദ്രവിഹിതം, സംസ്ഥാന സർക്കാരിൻ്റെ വിഹിതം പൂജ്യം",MOSTLY FALSE
FAKE_MAL_TR_0610,പാക് പേസര്‍ മുഹമ്മദ് ഇര്‍ഫാന്‍ കാര്‍ അപകടത്തില്‍ മരിച്ചതായി വ്യാജ പ്രചാരണം,FALSE
FAKE_MAL_TR_0611,ഫാര്‍മസിസ്റ്റുകള്‍ക്കും ക്ലിനിക്ക് ആരംഭിക്കാന്‍ അനുമതിയെന്ന വാര്‍ത്തയും വസ്‌തുതയും,FALSE
FAKE_MAL_TR_0612,"ഒക്‌ടോബര്‍ ഒന്ന് മുതല്‍ തീയേറ്ററുകളില്‍ സിനിമ, ടിക്കറ്റ് ഓണ്‍ലൈനിലൂടെ; പ്രചരിക്കുന്ന സന്ദേശം ശരിയോ?",FALSE
FAKE_MAL_TR_0613,കൊച്ചി മെട്രോയ്ക്കെതിരെ സിപിഎം സമരം,PARTLY FALSE
FAKE_MAL_TR_0614,"എല്ലാ റേഷന്‍ കാര്‍ഡ് ഉടമകള്‍ക്കും കേന്ദ്ര സര്‍ക്കാരിന്‍റെ 50,000 രൂപ'; വൈറല്‍ സന്ദേശത്തെ കുറിച്ച് അറിയേണ്ടത്",FALSE
FAKE_MAL_TR_0615,കൊച്ചി മെട്രോ പദ്ധതിക്കെതിരെ സിപിഐഎം സംഘടിപ്പിച്ച പ്രതിഷേധ മാർച്ചിൽ പങ്കെടുക്കുന്ന മന്ത്രി പി രാജീവിന്റെ ചിത്രം.,HALF TRUE
FAKE_MAL_TR_0616,കൊച്ചി പോർട്ടിൽ മത്സ്യബന്ധന ബോട്ട് ഡോക്കിലേക്ക് ഉയർത്തുന്നതിനിടെ ക്രെയിൻ മറിഞ്ഞ് കടലിൽ വീഴുന്നു,HALF TRUE
FAKE_MAL_TR_0617,കൊച്ചിൻ പോർട്ടിൽ ഇന്ന് സംഭവിച്ച അപകടം,FALSE
FAKE_MAL_TR_0618,കൊച്ചിയിലെ 33 വയസ്സുകാരന്റെ മരണം,PARTLY FALSE
FAKE_MAL_TR_0619,സ്വപ്ന സുരേഷ് ഒളിവിൽ കഴിഞ്ഞത് കൊച്ചിയിലെ സിപിഎം നേതാക്കളിടെ ഒത്താശയോടെ… എന്ന വാർത്തയുടെ സ്ക്രീൻഷോട്ട്,FALSE
FAKE_MAL_TR_0620,കര്‍ഷക സമരത്തിനിടെ കണ്ണിന് പരിക്കേറ്റത് മുന്‍ സൈനിക ഉദ്യോഗസ്ഥനോ? സത്യമറിയാം,FALSE
FAKE_MAL_TR_0621,യുപിയിലെ പുതിയ IPS ഉദ്യോഗസ്ഥൻ ശ്രീ ഗണപതി ജീക്കു അഭിവാദ്യങ്ങൾ,FALSE
FAKE_MAL_TR_0622,"തുവാല, തോര്‍ത്ത്, ഷോള്‍ എന്നിവ മാസ്കായി ഉപയോഗിച്ചാല്‍ 5000 രുപ പിഴ; പ്രചാരണം സത്യമോ?",FALSE
FAKE_MAL_TR_0623,കേരളത്തില്‍ വെള്ളക്കെട്ടുള്ള റോഡില്‍ രൂപപ്പെട്ട ഗര്‍ത്തത്തില്‍ ബൈക്ക് യാത്രികര്‍ തലകുത്തനെ വീഴുന്ന ദൃശ്യങ്ങള്‍,FALSE
FAKE_MAL_TR_0624,പഴയകാല ബോളിവുഡ് നായിക വഹീദ റഹ്മാന്‍ 85 മത്തെ വയസ്സിലും മനോഹരമായി നൃത്തം ചെയ്യുന്ന ദൃശ്യങ്ങള്‍,FALSE
FAKE_MAL_TR_0625,"കുട്ടിയെ അനുഗ്രഹിക്കുന്ന 170 വയസുള്ള സന്യാസി !; വൈറലായി വീഡിയോ, സത്യം ഇതാണ്...",FALSE
FAKE_MAL_TR_0626,"3ജി- സാര്‍സ്, 4 ജി- എച്ച്1എന്‍1, 5ജി- കൊവിഡ്; മാരക രോഗങ്ങള്‍ പടര്‍ത്തിയത് ടെലികോം സാങ്കേതികവിദ്യകളോ",FALSE
FAKE_MAL_TR_0627,റേപ്പിസ്റ്റുകളെ പൂട്ടാൻ സ്ത്രീകൾക്ക് പ്രത്യേക കോണ്ടം; വിപണിയിൽ ലഭ്യമെന്നത് ശരിയോ?,FALSE
FAKE_MAL_TR_0628,പ്രതിപക്ഷ നേതാവ് വി.ഡി.സതീശന്‍ സഹകരണ ബാങ്ക് ക്രമക്കേട് വിവാദത്തില്‍ നടത്തിയ പരാമര്‍ശം,FALSE
FAKE_MAL_TR_0629,ലഡാക്കില്‍ ഇന്ത്യന്‍ വ്യോമസേന ഹെലികോപ്റ്റര്‍ തകര്‍ന്നുവീണു എന്ന പാകിസ്ഥാനിലെ പ്രചാരണം വ്യാജം,FALSE
FAKE_MAL_TR_0630,തവനൂര്‍ എംഎല്‍എ കെ.ടി.ജലീല്‍ തന്‍റെ പ്രദേശീക ഫണ്ട് വിനിയോഗിച്ച് നിര്‍മ്മിച്ച ബസ് കാത്തിരുപ്പ് കേന്ദ്രം,FALSE
FAKE_MAL_TR_0631,ഒരു പിടി ഗോതമ്പ് പൊടിക്ക് ഗ്യാസ് സിലിണ്ടറിന്റെ തീ തൽക്ഷണം കെടുത്താൻ കഴിയും,FALSE
FAKE_MAL_TR_0632,ബലാല്‍സംഗത്തിന് ഇരയായ അഞ്ചുവയസ്സുകാരിയുമായി പിതാവിന്‍റെ പ്രതിഷേധം,FALSE
FAKE_MAL_TR_0633,കാനഡ’ക്കെതിരെ ‘കാനറ’ബാങ്കിന് മുന്നില്‍ പ്രതിഷേധിക്കുന്ന ബി‌ജെ‌പി പ്രവര്‍ത്തകര്‍,FALSE
FAKE_MAL_TR_0634,കമ്മ്യൂണിസ്റ്റ് പാർട്ടി അംഗങ്ങളെയും അവരുടെ കുടുംബങ്ങളെയും അമേരിക്കയിലേക്ക് പ്രവേശിക്കുന്നതിൽ നിന്നും പൂർണ്ണമായും വിലക്കാൻ ഒരുങ്ങി അമേരിക്കൻ ഭരണകൂടം,FALSE
FAKE_MAL_TR_0635,പ്രശസ്ത ഗായിക എസ്. ജാനകി വിടവാങ്ങി,FALSE
FAKE_MAL_TR_0636,പാക്കിസ്ഥാനില്‍ ഇന്ത്യന്‍ കറന്‍സി കുടില്‍ വ്യവസായമായി പ്രിന്‍റ് ചെയ്യുന്ന വീഡിയോ,FALSE
FAKE_MAL_TR_0637,ലഹരിയിലുള്ള കേരളത്തിലെ കോളേജ് വിദ്യാർത്ഥികളുടെ വീഡിയോ,FALSE
FAKE_MAL_TR_0638,ബിബിസിയുടെ മുന്‍ ഡല്‍ഹി ബ്യൂറോ ചീഫ് ആയിരുന്ന മാര്‍ക്ക് ടുള്ളി പ്രധാനമന്ത്രി നരേന്ദ്ര മോദിയെയും അദ്ദേഹത്തിന്‍റെ ഭരണത്തെയും പുകഴ്ത്തി എഴുതിയ ലേഖനം,FALSE
FAKE_MAL_TR_0639,സേവാഭാരതിയുടെ അയ്യപ്പസേവാ കേന്ദ്രത്തിന്‍റെ ഉദ്ഘാടനം മന്ത്രി വി എന്‍ വാസവന്‍ നിര്‍വഹിച്ചു,FALSE
FAKE_MAL_TR_0640,ഈജിപ്തിലെ കൈറോ മ്യുസീയത്തില്‍ പ്രദര്‍ശിപ്പിക്കുന്ന ഫറോവയുടെ മമ്മിയുടെ ദൃശ്യങ്ങള്‍ എന്ന തരത്തില്‍ ഒരു വീഡിയോ,FALSE
FAKE_MAL_TR_0641,"യൂത്ത് കോൺഗ്രസ് സംസ്ഥാന ജനറൽ സെക്രട്ടറിയും എം എൻ എസ് യു ഐ മുൻ ദേശീയ സെക്രട്ടറിയുമായ രാഹുൽ മാങ്കൂട്ടത്തിലിന്‍റെ ഫെസ്ബൂക്ക് പോസ്റ്റില്‍ നെഹ്‌റുയിനെയും, രാജീവും സോണിയ ഗാന്ധിയെയും പരിഹസിച്ചു.",FALSE
FAKE_MAL_TR_0642,ആദിത്യനാഥിന്‍റെ അരികിലുള്ള താലത്തില്‍ പോസ്റ്റിലെ ചിത്രത്തിലെ പോലെ വേവിച്ച മാംസം,FALSE
FAKE_MAL_TR_0643,കൈലാസം വിമാനത്തിൽ നിന്നൊരു സുന്ദര കാഴ്ച,FALSE
FAKE_MAL_TR_0644,ഗുജറാത്തില്‍ നിന്നുള്ള പ്രളയ ദുരിതത്തിന്‍റെ ചിത്രങ്ങള്‍,FALSE
FAKE_MAL_TR_0645,ഹിമാചല്‍ പ്രദേശില്‍ സ്ഫോടന വസ്തുകള്‍ ഭക്ഷിച്ച് അപകടപ്പെട്ട പശുവിന്‍റെ ചിത്രങ്ങള്‍.,FALSE
FAKE_MAL_TR_0646,കാബൂളില്‍ ഓഗസ്റ്റ് 17 നുണ്ടായ സ്ഫോടനത്തിന്‍റെ ചിത്രം,FALSE
FAKE_MAL_TR_0647,കേരളത്തില്‍ ജനങ്ങള്‍ കോവിഡ്‌ നിരോധനങ്ങള്‍ ലംഘിച്ച് മദ്യശാലകളുടെ മുന്നില്‍ തിരക്ക് കൂട്ടുന്നതിന്‍റെ ചിത്രം,FALSE
FAKE_MAL_TR_0648,പാർട്ടി സംസ്ഥാന സെക്രട്ടറി കോടിയേരി ബാലകൃഷ്ണന്‍റെ അനുശോചന യാത്രയിൽ അനുഗമിക്കുന്ന ഭഗവത് സിംഗിന്‍റെ ചിത്രം,FALSE
FAKE_MAL_TR_0649,നടി ഷകീല അന്തരിച്ചു.,FALSE
FAKE_MAL_TR_0650,കാശ്മീര്‍ പാകിസ്ഥാനിന് വിട്ടു കൊടക്കണം എന്ന് പ്രശാന്ത്‌ ഭുഷന്‍ പറഞ്ഞപ്പോള്‍ അദേഹത്തിനെതിരെയുണ്ടായ ആക്രമണത്തിന്‍റെ ദൃശ്യങ്ങള്‍.,FALSE
FAKE_MAL_TR_0651,പിണറായി ആവശ്യപ്പെട്ടാൽ 14 ദിവസത്തേക്ക് മുഖ്യമന്ത്രിയാകാൻ ഞാൻ തയ്യാറാണ് എന്ന് രമേശ് ചെന്നിത്തല,FALSE
FAKE_MAL_TR_0652,ഇന്ത്യയിലെ ഏറ്റവും മികച്ച സ്‌പീക്കറായി കേരള നിയമസഭ സ്‌പീക്കർ പി. ശ്രീരാമകൃഷ്ണനെ വീണ്ടും തെരഞ്ഞെടുത്തിരിക്കുന്നു,PARTLY FALSE
